"","from","to","weight"
"284","ASV_647","ASV_349",0.00497229707685959
"285","ASV_647","ASV_490",0.296785027757666
"286","ASV_647","ASV_503",0.029227295622941
"287","ASV_217","ASV_279",0.00360523791715195
"288","ASV_217","ASV_179",0.00911002097417021
"289","ASV_217","ASV_16",0.00789553155839956
"290","ASV_217","ASV_129",0.0871135096025696
"291","ASV_217","ASV_90",0.00707022364249854
"292","ASV_217","ASV_84",0.0417028410411813
"293","ASV_217","ASV_117",-0.0647817483315189
"294","ASV_217","ASV_615",0.00854707165780211
"295","ASV_217","ASV_94",-0.00763757064384654
"296","ASV_217","ASV_247",-0.0155032929775177
"297","ASV_217","ASV_165",-0.0564830086564609
"298","ASV_217","ASV_282",-0.0181197360085005
"299","ASV_217","ASV_392",0.0189589013689506
"300","ASV_217","ASV_591",0.0728278621701595
"301","ASV_217","ASV_245",0.0473217176584536
"302","ASV_564","ASV_512",0.0511814839095002
"303","ASV_564","ASV_642",0.227090468132406
"304","ASV_564","ASV_403",0.306960477171899
"305","ASV_564","ASV_674",0.00235368879872197
"306","ASV_564","ASV_111",0.0838541018386289
"307","ASV_564","ASV_52",0.0447092878084423
"308","ASV_564","ASV_682",-0.0289680941758612
"309","ASV_564","ASV_309",-0.000936966833820607
"310","ASV_564","ASV_205",-0.0324277301436098
"311","ASV_564","ASV_241",-0.00672885820478647
"312","ASV_564","ASV_131",-0.0310954649293361
"313","ASV_564","ASV_384",0.0654328688161825
"314","ASV_564","ASV_625",-0.0134807900781736
"315","ASV_564","ASV_460",0.181346611365851
"316","ASV_564","ASV_94",0.0347198892293076
"317","ASV_564","ASV_574",-0.0438789804888852
"318","ASV_564","ASV_367",-0.200743462984025
"319","ASV_564","ASV_662",-0.0440999451672279
"320","ASV_564","ASV_487",-0.00351273745555794
"321","ASV_512","ASV_842",-0.208948686930414
"322","ASV_512","ASV_29",0.036398643078869
"323","ASV_512","ASV_35",0.105919251444147
"324","ASV_512","ASV_309",0.00922019476186342
"325","ASV_512","ASV_171",0.110062076284382
"326","ASV_512","ASV_560",0.0633887513749785
"327","ASV_512","ASV_654",0.0201452985073123
"328","ASV_512","ASV_154",-0.00721508347009389
"329","ASV_512","ASV_216",-0.0310658669304777
"330","ASV_512","ASV_189",0.0929063394599218
"331","ASV_512","ASV_169",0.0880336432997628
"332","ASV_512","ASV_437",-0.00380757632096224
"333","ASV_642","ASV_111",-0.00916452899120018
"334","ASV_642","ASV_229",0.190391070306919
"335","ASV_642","ASV_29",0.0418933088999699
"336","ASV_642","ASV_899",0.100327214663251
"337","ASV_642","ASV_682",0.0261330428335713
"338","ASV_642","ASV_309",-0.0296605567039803
"339","ASV_642","ASV_405",0.166164638650667
"340","ASV_642","ASV_6",-0.0276207408166911
"341","ASV_642","ASV_93",-0.144726102195453
"342","ASV_642","ASV_440",0.0053573956958671
"343","ASV_642","ASV_431",-0.00898736407218262
"344","ASV_642","ASV_183",-0.0276834326068659
"345","ASV_642","ASV_560",-0.00185857083921742
"346","ASV_642","ASV_523",-0.0136239041258866
"347","ASV_642","ASV_654",-0.0531937088176885
"348","ASV_642","ASV_331",0.00846167096123746
"349","ASV_642","ASV_169",-0.00434203800115746
"350","ASV_642","ASV_570",0.109339839253035
"351","ASV_642","ASV_303",0.0233893870634418
"352","ASV_642","ASV_898",-0.00435288687678204
"353","ASV_804","ASV_940",0.08328553395113
"354","ASV_804","ASV_190",-0.0142502305013274
"355","ASV_804","ASV_229",-0.178986861723512
"356","ASV_804","ASV_810",0.152646504789558
"357","ASV_804","ASV_903",0.0908631708587729
"358","ASV_804","ASV_729",0.00691890217649502
"359","ASV_804","ASV_516",-0.0151320352527046
"360","ASV_804","ASV_325",0.0698086812612794
"361","ASV_804","ASV_518",-0.00487821656586218
"362","ASV_804","ASV_745",-0.0473711948784945
"363","ASV_804","ASV_308",-0.0360303343844379
"364","ASV_804","ASV_490",-0.000638766518004208
"365","ASV_804","ASV_104",0.0149608680342465
"366","ASV_804","ASV_548",0.0712285071781712
"367","ASV_804","ASV_300",-0.0267773325254457
"368","ASV_804","ASV_422",0.0431762556955131
"369","ASV_804","ASV_479",0.145394515034597
"370","ASV_610","ASV_447",0.207069333583281
"371","ASV_610","ASV_903",0.0241687570293496
"372","ASV_610","ASV_603",0.00401581970176804
"373","ASV_610","ASV_425",0.178249294192673
"374","ASV_610","ASV_129",0.00738956382380884
"375","ASV_610","ASV_899",-0.0440163627805003
"376","ASV_610","ASV_348",0.00176859583414302
"377","ASV_610","ASV_563",0.287256064082082
"378","ASV_610","ASV_131",-0.0567229833361176
"379","ASV_610","ASV_197",0.0577967589710547
"380","ASV_610","ASV_232",0.110673409195487
"381","ASV_610","ASV_247",0.00996994124802345
"382","ASV_610","ASV_282",0.188107778969882
"383","ASV_610","ASV_944",0.107795270952389
"384","ASV_610","ASV_392",0.157262869715264
"385","ASV_610","ASV_634",0.288632367296204
"386","ASV_610","ASV_745",0.17687614001087
"387","ASV_610","ASV_300",0.119987545182933
"388","ASV_14","ASV_200",0.0982749248522043
"389","ASV_14","ASV_16",0.185772732995232
"390","ASV_14","ASV_30",0.0466430677896333
"391","ASV_14","ASV_163",-0.0877433977671756
"392","ASV_14","ASV_269",0.0078802449643173
"393","ASV_14","ASV_381",0.363138777625865
"394","ASV_14","ASV_237",0.0670058109719184
"395","ASV_14","ASV_574",0.330983784545564
"396","ASV_14","ASV_99",0.00364261511937802
"397","ASV_14","ASV_10",0.0887448815422602
"398","ASV_14","ASV_125",0.0363001147931601
"399","ASV_14","ASV_104",0.0100156498655054
"400","ASV_14","ASV_49",-0.00212682133404182
"401","ASV_14","ASV_124",-0.0479313590055239
"402","ASV_14","ASV_543",-0.0225444552336336
"403","ASV_315","ASV_202",0.0121755969503824
"404","ASV_315","ASV_809",-0.0119648428055085
"405","ASV_315","ASV_418",-0.000181147903995454
"406","ASV_315","ASV_334",-0.0141019926721737
"407","ASV_315","ASV_275",-0.00748105591448867
"408","ASV_315","ASV_172",-0.0207492635572273
"409","ASV_315","ASV_146",-0.0893632400758469
"410","ASV_315","ASV_615",-0.0879188302520682
"411","ASV_315","ASV_210",0.200151875104578
"412","ASV_315","ASV_318",-0.124839143705425
"413","ASV_315","ASV_116",0.180632512636935
"414","ASV_315","ASV_354",0.149539173352823
"415","ASV_315","ASV_189",0.0236382668746673
"416","ASV_315","ASV_53",0.0229321296281456
"417","ASV_315","ASV_368",-0.00540373729560911
"418","ASV_315","ASV_266",0.0585029591140142
"419","ASV_315","ASV_235",-0.1052686357194
"420","ASV_315","ASV_363",0.0683634165154668
"421","ASV_112","ASV_202",-0.00378982549136853
"422","ASV_112","ASV_145",0.126251134392679
"423","ASV_112","ASV_101",0.0167958295992983
"424","ASV_112","ASV_760",0.155271355297295
"425","ASV_112","ASV_657",0.00928377977836845
"426","ASV_112","ASV_283",0.0553689986974421
"427","ASV_112","ASV_45",-0.00492892896850622
"428","ASV_112","ASV_43",-0.0113086607356824
"429","ASV_112","ASV_35",0.235529900755594
"430","ASV_112","ASV_329",-0.043832126789404
"431","ASV_112","ASV_231",-0.00241521399226188
"432","ASV_112","ASV_51",0.0154393714082842
"433","ASV_112","ASV_113",0.0383148795995382
"434","ASV_112","ASV_161",0.110944358471035
"435","ASV_112","ASV_93",0.0766116174209849
"436","ASV_112","ASV_209",0.0647558991244353
"437","ASV_112","ASV_131",0.0020738017937339
"438","ASV_112","ASV_146",0.00371599558736421
"439","ASV_112","ASV_19",0.0056224081283312
"440","ASV_112","ASV_73",0.0612266695687158
"441","ASV_112","ASV_284",-0.0330747998185646
"442","ASV_112","ASV_106",0.00671984893307556
"443","ASV_112","ASV_50",-0.0041977959317947
"444","ASV_112","ASV_78",-0.073337980831386
"445","ASV_112","ASV_174",-0.00658332119001256
"446","ASV_202","ASV_809",-0.0483792382028027
